Song,Date,Total Number of Plays for Date
song163,2022-07-25,1
song564,2022-06-15,1
song535,2022-01-01,1
song321,2022-04-13,3
song189,2022-09-10,1
song99,2022-10-09,2
song766,2022-09-08,1
song660,2022-10-21,1
song339,2022-09-12,1
song216,2022-10-10,1
song800,2022-01-19,1
song642,2022-04-19,1
song675,2022-03-17,1
song129,2022-08-24,1
song237,2022-03-21,3
song692,2022-09-21,1
song883,2022-01-07,2
song476,2022-01-28,1
song994,2022-10-01,2
song43,2022-02-16,1
song624,2022-01-08,1
song810,2022-11-25,1
song626,2022-11-04,2
song816,2022-10-19,2
song790,2022-11-28,1
song775,2022-11-19,1
song514,2022-05-08,2
song770,2022-08-17,1
song23,2022-02-10,2
song575,2022-01-02,1
song188,2022-03-13,2
song269,2022-11-16,1
song521,2022-06-18,1
song197,2022-11-30,2
song37,2022-11-26,1
song742,2022-09-17,1
song212,2022-07-05,1
song95,2022-07-14,1
song648,2022-11-01,1
song332,2022-09-17,1
song244,2022-08-25,1
song231,2022-09-26,1
song63,2022-11-23,1
song726,2022-08-13,1
song129,2022-08-30,2
song774,2022-10-30,1
song859,2022-12-30,1
song332,2022-03-13,1
song540,2022-03-19,1
song319,2022-09-19,1
song420,2022-11-27,1
song498,2022-04-04,1
song36,2022-04-14,1
song673,2022-11-09,2
song671,2022-08-16,1
song749,2022-09-07,1
song256,2022-07-05,1
song178,2022-08-12,1
song101,2022-08-17,1
song320,2022-05-17,2
song554,2022-01-27,1
song408,2022-11-10,2
song528,2022-04-26,1
song518,2022-04-19,1
song133,2022-04-06,1
song807,2022-06-22,1
song675,2022-12-28,1
song585,2022-06-15,1
song620,2022-09-12,1
song662,2022-09-24,1
song407,2022-11-02,1
song553,2022-03-24,1
song598,2022-10-09,1
song389,2022-06-17,1
song915,2022-03-31,1
song162,2022-06-09,1
song918,2022-01-19,1
song906,2022-11-28,1
song707,2022-03-26,2
song843,2022-03-02,1
song880,2022-09-01,1
song877,2022-05-31,1
song446,2022-03-06,1
song660,2022-04-03,1
song589,2022-08-13,1
song974,2022-06-17,1
song812,2022-04-04,1
song975,2022-10-10,1
song791,2022-10-06,1
song560,2022-11-07,1
song800,2022-05-16,1
song459,2022-03-27,1
song986,2022-07-04,1
song292,2022-02-01,1
song903,2022-01-01,1
song877,2022-12-20,1
song566,2022-03-20,1
song705,2022-12-12,1
song875,2022-02-26,1
song970,2022-09-30,1
song769,2022-09-02,1
song791,2022-10-05,2
song164,2022-08-14,1
song640,2022-05-02,1
song272,2022-07-17,1
song727,2022-03-16,1
song441,2022-02-04,1
song109,2022-09-17,2
song32,2022-03-08,1
song24,2022-06-12,2
song367,2022-06-01,1
song497,2022-10-12,1
song436,2022-05-16,1
song557,2022-08-04,1
song821,2022-03-15,1
song643,2022-10-25,1
song653,2022-01-24,1
song975,2022-07-12,1
song254,2022-04-25,1
song883,2022-10-07,1
song979,2022-08-19,1
song73,2022-09-21,3
song338,2022-09-05,1
song243,2022-05-11,1
song82,2022-02-26,1
song641,2022-09-15,1
song831,2022-12-23,1
song784,2022-07-09,1
song850,2022-12-26,1
song27,2022-12-06,1
song641,2022-07-01,2
song760,2022-09-27,1
song859,2022-01-29,2
song467,2022-08-19,1
song167,2022-08-18,1
song434,2022-10-31,1
song169,2022-06-26,1
song126,2022-01-14,1
song160,2022-10-01,2
song408,2022-10-08,1
song55,2022-10-01,1
song870,2022-05-12,1
song124,2022-10-02,1
song596,2022-07-30,1
song440,2022-06-18,2
song789,2022-05-28,1
song947,2022-05-15,1
song231,2022-04-26,2
song869,2022-02-12,2
song878,2022-11-26,1
song834,2022-05-27,2
song29,2022-05-04,1
song456,2022-01-01,1
song270,2022-01-02,1
song935,2022-10-28,1
song444,2022-01-16,1
song396,2022-08-25,1
song290,2022-07-14,1
song144,2022-07-28,1
song894,2022-04-22,1
song945,2022-02-22,1
song231,2022-04-11,1
song23,2022-12-16,1
song493,2022-03-30,1
song56,2022-11-28,1
song424,2022-02-11,2
song721,2022-07-09,1
song474,2022-09-20,2
song156,2022-06-03,2
song533,2022-12-26,1
song76,2022-06-18,1
song262,2022-03-04,1
song643,2022-03-02,1
song690,2022-01-24,1
song86,2022-08-21,1
song46,2022-12-25,1
song762,2022-05-02,1
song330,2022-12-03,2
song275,2022-06-26,1
song57,2022-06-06,2
song569,2022-08-10,1
song918,2022-02-01,1
song80,2022-02-21,1
song629,2022-10-13,2
song24,2022-01-20,2
song186,2022-01-15,1
song161,2022-05-13,1
song992,2022-12-12,1
song524,2022-06-05,1
song184,2022-09-13,2
song125,2022-02-03,1
song445,2022-08-16,1
song288,2022-07-08,1
song585,2022-02-11,1
song528,2022-06-20,1
song520,2022-04-01,1
song879,2022-10-22,1
song885,2022-01-31,1
song668,2022-03-07,1
song931,2022-04-15,1
song544,2022-11-09,1
song681,2022-06-18,1
song477,2022-01-11,2
song873,2022-04-29,2
song516,2022-10-15,1
song573,2022-02-11,1
song313,2022-08-18,1
song321,2022-07-04,1
song64,2022-03-16,2
song140,2022-10-08,2
song504,2022-02-20,1
song541,2022-07-07,1
song214,2022-05-17,1
song213,2022-05-19,1
song373,2022-07-11,2
song747,2022-08-23,1
song529,2022-11-08,1
song417,2022-08-25,2
song397,2022-08-08,1
song432,2022-10-12,1
song114,2022-11-24,1
song251,2022-08-22,1
song423,2022-12-25,1
song118,2022-04-11,1
song212,2022-11-12,2
song941,2022-09-10,1
song800,2022-09-17,1
song526,2022-07-20,2
song374,2022-06-03,3
song868,2022-08-22,1
song437,2022-07-21,1
song790,2022-02-27,1
song252,2022-06-19,1
song29,2022-06-30,1
song691,2022-10-23,1
song995,2022-09-05,1
song286,2022-08-02,1
song600,2022-01-15,1
song185,2022-11-27,1
song381,2022-04-15,1
song19,2022-08-08,1
song687,2022-04-21,1
song12,2022-10-17,1
song455,2022-05-11,1
song933,2022-12-11,1
song277,2022-01-20,1
song119,2022-08-13,2
song585,2022-04-30,1
song163,2022-06-25,1
song962,2022-03-26,1
song911,2022-09-26,1
song544,2022-03-28,2
song501,2022-07-02,1
song589,2022-04-03,2
song828,2022-12-07,1
song671,2022-10-15,1
song588,2022-10-28,1
song725,2022-05-19,1
song524,2022-02-18,1
song346,2022-08-04,1
song564,2022-02-25,1
song91,2022-10-09,1
song947,2022-02-11,1
song193,2022-07-24,1
song778,2022-09-28,1
song755,2022-03-11,3
song630,2022-08-13,1
song108,2022-05-15,1
song350,2022-06-14,1
song466,2022-12-02,1
song906,2022-08-25,1
song958,2022-01-30,1
song171,2022-05-12,1
song709,2022-07-19,1
song409,2022-06-13,1
song9,2022-08-30,2
song314,2022-12-11,1
song773,2022-05-15,1
song735,2022-06-27,1
song50,2022-04-06,2
song762,2022-07-29,1
song379,2022-03-22,1
song15,2022-01-09,1
song123,2022-07-15,1
song675,2022-08-21,2
song926,2022-02-21,1
song698,2022-01-01,2
song370,2022-11-10,2
song817,2022-08-15,1
song537,2022-04-27,1
song49,2022-10-23,1
song617,2022-12-13,1
song494,2022-07-23,1
song439,2022-04-18,1
song72,2022-01-24,1
song82,2022-10-18,1
song273,2022-10-15,1
song710,2022-06-11,1
song563,2022-02-14,1
song847,2022-10-20,2
song104,2022-12-02,1
song589,2022-12-29,1
song978,2022-09-30,1
song536,2022-05-20,1
song613,2022-02-21,1
song20,2022-11-04,1
song172,2022-08-30,1
song404,2022-06-13,1
song629,2022-03-09,1
song58,2022-06-02,1
song346,2022-01-12,1
song297,2022-01-29,2
song324,2022-09-09,1
song463,2022-05-10,1
song777,2022-06-26,1
song373,2022-12-13,1
song792,2022-01-14,1
song474,2022-01-31,1
song149,2022-02-04,1
song725,2022-01-20,1
song981,2022-09-18,1
song250,2022-10-03,1
song654,2022-10-01,1
song162,2022-11-10,2
song509,2022-03-21,1
song658,2022-10-05,1
song493,2022-04-19,1
song312,2022-06-20,1
song60,2022-03-22,1
song39,2022-07-29,1
song339,2022-08-02,1
song918,2022-05-31,1
song461,2022-12-10,1
song354,2022-12-12,1
song915,2022-01-10,1
song365,2022-08-16,1
song730,2022-07-31,1
song767,2022-02-26,1
song435,2022-05-13,1
song258,2022-02-08,1
song68,2022-02-06,1
song269,2022-05-27,1
song603,2022-09-13,1
song833,2022-11-24,1
song185,2022-03-07,1
song763,2022-04-10,1
song164,2022-12-02,2
song985,2022-04-07,1
song340,2022-07-04,1
song673,2022-05-28,1
song683,2022-02-06,1
song325,2022-05-12,1
song853,2022-12-21,1
song953,2022-10-23,1
song141,2022-11-16,1
song940,2022-02-14,2
song399,2022-03-29,1
song107,2022-09-20,1
song337,2022-01-14,1
song159,2022-09-06,1
song565,2022-10-07,1
song699,2022-09-17,1
song635,2022-04-16,1
song871,2022-01-29,1
song613,2022-12-21,1
song324,2022-04-22,2
song171,2022-04-01,1
song45,2022-02-06,1
song771,2022-06-20,1
song82,2022-11-04,2
song916,2022-03-04,1
song455,2022-11-18,1
song524,2022-05-03,1
song762,2022-05-29,1
song678,2022-11-03,1
song33,2022-01-27,1
song818,2022-03-26,1
song940,2022-11-10,1
song122,2022-10-14,1
song111,2022-05-14,1
song287,2022-09-03,3
song51,2022-01-16,2
song595,2022-12-09,1
song332,2022-08-29,1
song278,2022-12-13,1
song415,2022-02-17,1
song666,2022-03-13,1
song487,2022-02-02,1
song212,2022-06-13,1
song767,2022-03-10,1
song293,2022-07-22,2
song242,2022-08-08,1
song239,2022-09-10,2
song33,2022-08-25,1
song232,2022-03-02,1
song698,2022-10-10,1
song966,2022-03-20,1
song271,2022-05-14,1
song763,2022-08-21,1
song597,2022-01-15,1
song846,2022-02-02,1
song75,2022-02-15,1
song767,2022-12-30,1
song283,2022-08-03,1
song789,2022-01-26,1
song156,2022-02-17,1
song642,2022-10-10,1
song503,2022-12-14,1
song783,2022-04-18,1
song824,2022-12-13,1
song555,2022-08-25,1
song108,2022-04-28,1
song120,2022-02-17,1
song426,2022-03-08,1
song558,2022-06-27,1
song859,2022-12-18,3
song164,2022-10-10,2
song271,2022-02-10,1
song24,2022-08-13,1
song508,2022-09-02,1
song317,2022-02-10,1
song316,2022-10-02,2
song97,2022-07-16,1
song454,2022-01-05,1
song215,2022-01-19,3
song161,2022-04-30,1
song785,2022-08-21,1
song287,2022-12-28,1
song558,2022-04-28,1
song602,2022-07-21,1
song659,2022-09-13,1
song655,2022-08-16,1
song280,2022-05-07,1
song207,2022-10-01,1
song354,2022-04-30,2
song785,2022-04-30,1
song264,2022-11-11,1
song143,2022-05-30,1
song47,2022-09-03,2
song157,2022-09-26,1
song830,2022-09-24,1
song61,2022-07-31,1
song495,2022-06-02,1
song876,2022-01-13,1
song926,2022-03-01,1
song741,2022-11-19,1
song29,2022-07-12,2
song226,2022-05-14,1
song769,2022-04-30,1
song23,2022-12-15,2
song503,2022-02-11,1
song958,2022-10-07,1
song368,2022-08-27,1
song888,2022-10-28,1
song698,2022-11-21,1
song245,2022-09-19,2
song362,2022-08-21,1
song489,2022-07-16,1
song385,2022-03-24,1
song635,2022-02-10,1
song263,2022-11-10,1
song566,2022-05-16,1
song237,2022-12-07,1
song608,2022-02-20,1
song666,2022-07-05,1
song21,2022-02-19,2
song42,2022-02-20,1
song285,2022-02-22,1
song707,2022-12-13,1
song395,2022-06-02,1
song444,2022-08-27,1
song474,2022-10-27,1
song816,2022-06-27,1
song833,2022-07-18,1
song991,2022-02-21,1
song200,2022-02-17,1
song653,2022-01-31,1
song837,2022-02-08,2
song130,2022-02-19,1
song142,2022-03-17,1
song750,2022-09-11,1
song525,2022-03-10,1
song530,2022-08-29,1
song113,2022-03-22,1
song236,2022-04-16,1
song509,2022-12-02,2
song981,2022-08-02,1
song38,2022-02-07,2
song905,2022-08-10,1
song187,2022-02-03,1
song51,2022-05-30,1
song399,2022-12-18,2
song507,2022-12-08,1
song659,2022-02-02,1
song156,2022-03-17,1
song801,2022-12-05,1
song469,2022-01-12,1
song901,2022-04-02,1
song26,2022-01-18,1
song669,2022-11-21,1
song609,2022-07-07,2
song948,2022-06-22,1
song349,2022-02-05,1
song482,2022-03-11,1
song566,2022-01-21,2
song69,2022-12-13,1
song415,2022-06-12,2
song502,2022-10-14,1
song630,2022-03-04,1
song243,2022-11-15,1
song400,2022-04-30,1
song581,2022-03-09,1
song112,2022-06-02,1
song58,2022-05-23,2
song785,2022-05-30,1
song411,2022-08-01,2
song730,2022-01-06,1
song342,2022-07-04,2
song895,2022-10-16,1
song334,2022-12-18,1
song623,2022-03-16,2
song730,2022-01-23,1
song586,2022-10-11,1
song803,2022-08-12,2
song252,2022-06-25,1
song416,2022-06-11,1
song127,2022-03-23,1
song129,2022-05-08,1
song421,2022-02-19,2
song347,2022-07-25,1
song279,2022-11-23,1
song43,2022-11-28,1
song949,2022-01-04,1
song543,2022-12-21,1
song177,2022-01-25,1
song625,2022-03-22,1
song270,2022-11-25,2
song342,2022-10-14,1
song775,2022-08-12,2
song625,2022-06-18,1
song139,2022-10-23,1
song711,2022-12-29,1
song402,2022-03-16,1
song322,2022-02-05,1
song441,2022-06-10,1
song742,2022-01-11,1
song468,2022-11-03,1
song916,2022-03-17,1
song147,2022-10-25,1
song168,2022-01-29,2
song125,2022-04-25,1
song757,2022-07-16,1
song372,2022-08-18,2
song178,2022-06-29,1
song944,2022-07-07,1
song754,2022-08-30,1
song677,2022-02-03,1
song358,2022-11-30,1
song18,2022-05-17,1
song449,2022-02-12,1
song11,2022-11-08,1
song411,2022-12-26,1
song6,2022-04-27,1
song405,2022-02-12,1
song394,2022-04-04,1
song541,2022-05-09,1
song941,2022-07-21,1
song421,2022-01-23,1
song155,2022-01-24,1
song621,2022-02-07,1
song26,2022-11-14,1
song790,2022-03-14,1
song102,2022-02-13,1
song618,2022-10-06,1
song688,2022-09-04,1
song101,2022-11-10,1
song568,2022-01-02,1
song959,2022-04-28,1
song17,2022-08-27,1
song960,2022-04-30,1
song665,2022-12-24,1
song386,2022-06-23,2
song618,2022-05-21,1
song916,2022-02-01,1
song286,2022-04-03,1
song138,2022-12-26,1
song644,2022-04-19,1
song915,2022-02-28,1
song625,2022-10-26,1
song145,2022-10-25,1
song295,2022-07-16,1
song298,2022-10-13,2
song207,2022-10-25,1
song360,2022-07-17,1
song222,2022-01-07,1
song974,2022-10-05,1
song257,2022-04-26,1
song698,2022-04-27,1
song865,2022-03-03,1
song510,2022-09-19,1
song984,2022-10-10,1
song679,2022-12-23,3
song712,2022-05-13,2
song816,2022-08-10,1
song203,2022-08-24,1
song834,2022-04-23,1
song198,2022-07-17,1
song659,2022-11-30,1
song741,2022-09-09,1
song685,2022-05-19,2
song717,2022-08-13,1
song317,2022-02-06,1
song278,2022-03-13,1
song325,2022-01-11,1
song694,2022-09-03,2
song68,2022-10-16,1
song143,2022-06-05,1
song904,2022-05-20,1
song584,2022-11-13,1
song555,2022-09-15,1
song734,2022-12-09,1
song602,2022-07-29,1
song545,2022-06-22,2
song392,2022-04-30,1
song742,2022-07-17,1
song590,2022-03-15,1
song110,2022-06-14,1
song27,2022-05-29,2
song163,2022-04-15,1
song959,2022-07-10,2
song922,2022-09-03,2
song276,2022-12-14,1
song654,2022-06-04,1
song439,2022-01-14,1
song795,2022-12-11,1
song668,2022-01-13,1
song989,2022-04-15,1
song399,2022-03-22,1
song773,2022-01-12,1
song912,2022-05-19,1
song989,2022-04-01,1
song70,2022-09-04,1
song454,2022-10-27,1
song750,2022-06-19,1
song152,2022-09-16,1
song359,2022-11-21,2
song408,2022-07-01,1
song576,2022-03-25,1
song678,2022-01-31,1
song424,2022-05-01,1
song347,2022-07-05,1
song698,2022-02-22,1
song179,2022-06-17,1
song767,2022-02-14,1
song841,2022-01-04,1
song749,2022-06-02,1
song767,2022-07-23,1
song736,2022-04-22,1
song156,2022-05-24,1
song229,2022-10-08,1
song322,2022-12-29,1
song87,2022-02-21,1
song104,2022-01-04,1
song627,2022-08-06,1
song100,2022-08-14,1
song992,2022-09-11,1
song699,2022-07-18,1
song717,2022-07-16,2
song724,2022-06-05,2
song481,2022-11-06,1
song566,2022-02-15,1
song562,2022-01-05,1
song381,2022-06-21,1
song444,2022-02-06,1
song77,2022-12-13,1
song731,2022-05-06,1
song855,2022-11-26,1
song925,2022-08-03,1
song781,2022-11-23,1
song62,2022-10-24,1
song899,2022-06-06,1
song493,2022-04-15,1
song689,2022-09-18,1
song355,2022-07-21,1
song170,2022-04-02,1
song231,2022-10-22,1
song801,2022-07-09,1
song620,2022-05-20,1
song857,2022-09-12,1
song106,2022-04-25,1
song846,2022-03-09,1
song777,2022-11-25,1
song295,2022-09-14,1
song688,2022-08-18,2
song347,2022-10-06,2
song503,2022-07-05,1
song673,2022-12-11,1
song323,2022-11-30,2
song674,2022-06-11,1
song646,2022-07-18,1
song867,2022-04-15,2
song270,2022-06-13,1
song178,2022-02-28,1
song196,2022-05-20,1
song862,2022-01-13,1
song544,2022-08-09,1
song78,2022-11-25,1
song767,2022-09-04,1
song690,2022-01-29,1
song322,2022-10-06,2
song707,2022-02-03,1
song795,2022-12-24,1
song814,2022-03-19,1
song255,2022-03-12,1
song940,2022-11-25,1
song232,2022-03-14,1
song740,2022-08-28,2
song260,2022-09-13,1
song807,2022-11-15,1
song420,2022-08-28,1
song663,2022-07-14,1
song288,2022-02-14,1
song806,2022-04-23,1
song612,2022-04-27,1
song129,2022-08-02,1
song428,2022-06-05,1
song807,2022-08-14,1
song566,2022-04-01,1
song312,2022-05-16,1
song412,2022-06-13,1
song923,2022-04-23,1
song513,2022-06-02,2
song800,2022-12-12,1
song549,2022-06-09,1
song155,2022-05-08,1
song712,2022-12-16,1
song913,2022-05-03,2
song480,2022-07-19,2
song367,2022-07-12,1
song340,2022-06-02,1
song716,2022-10-16,1
song46,2022-07-31,1
song475,2022-12-10,2
song631,2022-10-14,2
song615,2022-07-28,1
song500,2022-02-09,1
song260,2022-03-29,2
song95,2022-02-02,1
song244,2022-08-22,3
song916,2022-02-28,2
song495,2022-09-21,1
song152,2022-10-13,2
song282,2022-09-19,1
song407,2022-03-09,4
song198,2022-03-15,1
song122,2022-02-27,1
song811,2022-04-28,1
song795,2022-03-31,1
song378,2022-08-08,1
song563,2022-06-12,1
song62,2022-06-13,1
song702,2022-01-03,1
song297,2022-09-17,1
song158,2022-10-04,1
song260,2022-03-17,1
song696,2022-01-14,1
song658,2022-11-03,1
song458,2022-11-06,2
song810,2022-09-04,2
song488,2022-03-30,1
song610,2022-06-25,1
song593,2022-09-30,1
song791,2022-07-08,1
song318,2022-05-16,1
song2,2022-12-20,1
song270,2022-12-13,2
song453,2022-02-03,1
song511,2022-05-25,1
song722,2022-11-22,1
song724,2022-04-28,2
song977,2022-06-01,1
song0,2022-04-05,1
song479,2022-03-30,1
song399,2022-02-09,2
song423,2022-07-10,1
song506,2022-02-26,1
song521,2022-05-09,1
song743,2022-10-30,1
song147,2022-08-01,1
song766,2022-10-25,1
song2,2022-03-23,1
song19,2022-05-05,1
song44,2022-07-28,1
song217,2022-04-06,1
song974,2022-08-11,1
song99,2022-07-07,1
song132,2022-07-06,1
song268,2022-04-28,2
song385,2022-05-14,3
song20,2022-07-11,2
song35,2022-06-24,1
song466,2022-12-21,1
song160,2022-12-12,2
song507,2022-09-17,1
song289,2022-07-15,1
song609,2022-11-27,1
song128,2022-08-20,1
song896,2022-05-11,1
song770,2022-11-01,1
song960,2022-09-19,1
song737,2022-03-23,1
song79,2022-09-02,1
song801,2022-03-04,1
song727,2022-02-21,1
song686,2022-02-23,1
song6,2022-12-12,1
song283,2022-03-28,1
song601,2022-07-04,1
song893,2022-02-28,1
song422,2022-03-31,1
song530,2022-04-20,1
song233,2022-04-10,1
song548,2022-10-23,1
song365,2022-09-12,1
song263,2022-01-30,1
song931,2022-07-01,1
song175,2022-08-19,1
song352,2022-03-29,1
song914,2022-11-25,1
song759,2022-04-10,2
song914,2022-02-14,2
song100,2022-09-30,1
song222,2022-12-04,2
song358,2022-06-30,1
song927,2022-08-06,1
song116,2022-09-29,1
song760,2022-05-19,1
song662,2022-08-01,2
song883,2022-09-22,1
song612,2022-09-11,1
song875,2022-11-09,1
song231,2022-05-10,1
song922,2022-12-02,1
song79,2022-08-27,1
song239,2022-10-29,1
song891,2022-10-31,1
song210,2022-05-13,1
song353,2022-07-11,1
song645,2022-10-11,1
song876,2022-06-27,1
song169,2022-01-04,1
song657,2022-08-10,1
song883,2022-09-16,1
song387,2022-12-05,1
song808,2022-08-29,1
song565,2022-08-02,1
song739,2022-08-19,1
song21,2022-06-21,1
song17,2022-12-15,1
song34,2022-04-12,1
song4,2022-03-07,1
song14,2022-09-07,1
song673,2022-12-19,1
song48,2022-10-21,2
song542,2022-02-07,1
song236,2022-06-08,2
song110,2022-08-09,1
song161,2022-03-14,1
song875,2022-07-13,1
song766,2022-03-31,1
song856,2022-12-15,2
song768,2022-08-24,1
song391,2022-02-27,1
song776,2022-12-01,1
song367,2022-05-06,2
song803,2022-12-23,1
song395,2022-12-16,1
song384,2022-01-30,1
song506,2022-01-31,2
song628,2022-12-14,1
song183,2022-04-25,1
song269,2022-04-04,1
song622,2022-04-14,1
song278,2022-08-08,1
song735,2022-08-22,1
song305,2022-05-01,1
song41,2022-11-12,2
song123,2022-10-26,1
song93,2022-09-21,1
song938,2022-11-19,1
song667,2022-09-12,2
song332,2022-06-16,1
song354,2022-04-13,1
song397,2022-09-12,2
song551,2022-07-27,2
song672,2022-11-26,1
song917,2022-07-23,1
song194,2022-04-22,1
song4,2022-03-26,1
song428,2022-08-29,1
song147,2022-07-22,2
song825,2022-02-08,1
song399,2022-03-18,1
song436,2022-01-13,1
song923,2022-06-28,1
song180,2022-04-11,1
song825,2022-04-14,1
song978,2022-09-05,1
song829,2022-05-01,1
song769,2022-12-24,1
song933,2022-06-16,1
song224,2022-07-24,2
song728,2022-12-07,1
song731,2022-10-31,1
song535,2022-09-05,3
song329,2022-04-19,1
song254,2022-06-12,1
song230,2022-04-13,1
song535,2022-06-08,2
song651,2022-10-27,1
song154,2022-08-15,1
song230,2022-12-28,1
song651,2022-07-09,1
song928,2022-01-03,1
song838,2022-07-05,1
song224,2022-05-22,1
song393,2022-03-29,1
song199,2022-03-21,1
song335,2022-01-24,1
song781,2022-01-08,1
song419,2022-04-30,1
song976,2022-09-11,1
song898,2022-06-19,2
song775,2022-11-06,2
song554,2022-05-20,1
song129,2022-05-07,1
song633,2022-08-13,1
song843,2022-03-19,1
song806,2022-02-24,1
song224,2022-12-10,1
song399,2022-03-23,1
song166,2022-11-08,1
song362,2022-02-15,1
song916,2022-08-25,1
song925,2022-03-17,1
song609,2022-04-16,1
song69,2022-07-11,1
song37,2022-01-26,1
song441,2022-03-24,1
song583,2022-02-26,1
song317,2022-06-30,1
song143,2022-06-13,1
song659,2022-09-27,1
song721,2022-09-01,1
song650,2022-08-27,1
song177,2022-01-03,1
song616,2022-09-29,1
song781,2022-07-27,3
song912,2022-04-08,1
song944,2022-10-18,1
song170,2022-04-18,1
song851,2022-07-27,2
song229,2022-02-25,1
song645,2022-04-07,1
song454,2022-02-17,1
song576,2022-06-12,1
song618,2022-06-18,2
song268,2022-04-14,2
song23,2022-03-26,1
song785,2022-09-22,1
song386,2022-08-20,2
song652,2022-08-06,1
song547,2022-11-12,2
song237,2022-01-09,1
song314,2022-08-28,1
song266,2022-08-23,1
song537,2022-05-25,1
song442,2022-12-09,1
song450,2022-01-11,1
song689,2022-10-25,2
song320,2022-02-10,1
song751,2022-04-06,1
song706,2022-04-27,1
song837,2022-05-25,1
song345,2022-03-09,2
song730,2022-02-02,1
song316,2022-01-12,1
song708,2022-05-30,1
song573,2022-12-05,1
